x;y;u;v;column;row
0.3448;1.0000;0.3454;1.0029;10;19
0.3793;1.0000;0.3799;1.0027;11;19
0.4138;1.0000;0.4143;1.0025;12;19
0.4483;1.0000;0.4487;1.0022;13;19
0.4828;1.0000;0.4831;1.0019;14;19
0.5172;1.0000;0.5176;1.0015;15;19
0.5517;1.0000;0.5520;1.0013;16;19
0.5862;1.0000;0.5864;1.0010;17;19
0.6207;1.0000;0.6208;1.0009;18;19
0.6552;1.0000;0.6552;1.0009;19;19
0.6897;1.0000;0.6895;1.0010;20;19
0.7241;1.0000;0.7238;1.0012;21;19
0.7586;1.0000;0.7580;1.0016;22;19
0.7931;1.0000;0.7921;1.0020;23;19
0.8276;1.0000;0.8262;1.0026;24;19
0.8621;1.0000;0.8602;1.0031;25;19
0.8966;1.0000;0.8942;1.0036;26;19
0.9310;1.0000;0.9283;1.0039;27;19
0.9655;1.0000;0.9624;1.0039;28;19
1.0000;1.0000;0.9966;1.0035;29;19
