x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-992.8064575;448.3212891;1264.0158691;106.08;-29.23;-14.61;-25.7437153;24.7637863;-32.5124779;-6.0878391;-0.4822075;0.4612981;-0.6373765;-0.1066545;0.9435056;0.5307220
