x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
793.3582764;855.0425415;1188.4520264;-120.64;-29.15;26.96;-28.4305000;28.0963097;-36.0127525;-6.9586744;-0.5413861;0.5338675;-0.7268826;-0.1220525;1.0752536;0.6048302
