x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-958.6054077;-822.7203979;1239.7130127;65.33;-30.17;25.51;-24.1647358;24.7827473;-31.0049553;-5.0797195;-0.4486782;0.4616995;-0.6009783;-0.0888909;0.9103777;0.5120875
