x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
881.4735107;-636.6596680;1252.0692139;-68.77;-30.92;-22.65;-26.6740570;25.4710693;-34.6483765;-8.0011616;-0.5023804;0.4763559;-0.6911007;-0.1405615;0.9787363;0.5505392
