x;y;u;v;column;row
0.6897;1.0000;0.6719;0.9710;20;19
0.7241;1.0000;0.7008;0.9624;21;19
0.7586;1.0000;0.7295;0.9535;22;19
0.7931;1.0000;0.7582;0.9447;23;19
0.8276;1.0000;0.7870;0.9362;24;19
0.8621;1.0000;0.8161;0.9281;25;19
0.8966;1.0000;0.8457;0.9209;26;19
0.9310;1.0000;0.8761;0.9149;27;19
0.9655;1.0000;0.9075;0.9105;28;19
1.0000;1.0000;0.9402;0.9081;29;19
